target_id	V3	V4	V5	V6	V7	V8	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval	log2FC	TPMa	TPMb	ensembl_id	gene_name	biotype	description2
4037	ENSG00000177459.11	ERICH5	ERICH5-201	8	 98064568	 98093609	+	1	3.65845769501433	0.00387654506387474	0.0264260976793153	-1.91505023360715	4.79692287888488	1.38830515025214	ENSG00000177459	ERICH5	protein_coding	glutamate rich 5 
4041	ENSG00000137101.14	CD72	CD72-201	9	 35609982	 35618413	-	1	3.86934962612944	0.00389145176395925	0.0264926953752315	-2.51044927975379	9.15849584276772	1.21355596504103	ENSG00000137101	CD72	protein_coding	CD72 molecule 
4042	ENSG00000177432.8	NAP1L5	NAP1L5-201	4	 88695913	 88697829	-	1	2.46273148843336	0.00389658368064754	0.0265101346188646	-4.65515570593602	2.12472496415189	0.119780038604339	ENSG00000177432	NAP1L5	protein_coding	nucleosome assembly protein 1 like 5 
4048	ENSG00000104055.17	TGM5	TGM5-201	15	 43232590	 43266928	-	2	8.77227565103149	0.00391074150916518	0.0265714017954741	1.7662459596103	4.18511830266367	13.5616185281247	ENSG00000104055	TGM5	protein_coding	transglutaminase 5 
4053	ENSG00000128016.7	ZFP36	ZFP36-201	19	 39406857	 39408179	+	2	9.13290614461427	0.00392829995323675	0.0266380576710611	-1.05747025882648	33.2418787894634	15.0564452777915	ENSG00000128016	ZFP36	protein_coding	ZFP36 ring finger protein 
4074	ENSG00000163697.17	APBB2	APBB2-215	4	 41014336	 41214608	-	1	1.12093047630649	0.00404856794583302	0.0273176531938244	2.7185321257886	1.55266843100115	10.5823143600072	ENSG00000163697	APBB2	protein_coding	amyloid beta precursor protein binding family B member 2 
4075	ENSG00000198947.18	DMD	DMD-231	X	 31119219	 31178178	-	3	16.5873646858001	0.00405633392828399	0.0273444628341968	1.11224759720292	20.805518623316	40.4671738979795	ENSG00000198947	DMD	protein_coding	dystrophin 
4092	ENSG00000167100.15	SAMD14	SAMD14-203	17	 50112671	 50129882	-	1	3.95775476230653	0.0040819888738722	0.0274017331373452	1.36665537345504	4.15768309175855	12.4217905567847	ENSG00000167100	SAMD14	protein_coding	sterile alpha motif domain containing 14 
4099	ENSG00000101846.9	STS	STS-203	X	  7147977	  7453758	+	3	18.0279961313823	0.0040879270240295	0.0274088052367836	1.1049312586613	16.2879793094591	30.6163069790689	ENSG00000101846	STS	protein_coding	steroid sulfatase 
4103	ENSG00000188389.11	PDCD1	PDCD1-201	2	241849884	241858894	-	1	3.21776614081909	0.00409802439321258	0.0274283086253047	-3.20144132050959	4.93917293834977	0.325706321306557	ENSG00000188389	PDCD1	protein_coding	programmed cell death 1 
4125	ENSG00000287733.1			7	135170816	135172414	+	1	4.24731311333487	0.00430346489747011	0.0285991861807389	1.48470332292211	2.67854670397264	8.55008550867409	ENSG00000287733		lncRNA	novel transcript
4148	ENSG00000143315.8	PIGM	PIGM-201	1	160024953	160031990	-	1	5.42040476823824	0.00436804055888444	0.0289165406446304	1.04611445171165	1.3058098598398	3.06491124311145	ENSG00000143315	PIGM	protein_coding	phosphatidylinositol glycan anchor biosynthesis class M 
4171	ENSG00000137699.17	TRIM29	TRIM29-204	11	120111298	120123271	-	1	2.28211885105554	0.00440267864332962	0.0290438763900858	3.46590784267498	0.554467736282016	4.04808295666497	ENSG00000137699	TRIM29	protein_coding	tripartite motif containing 29 
4173	ENSG00000089692.9	LAG3	LAG3-201	12	  6772520	  6778455	+	1	2.21486112517477	0.0044072730970375	0.0290457602062906	-2.37872559201702	2.45159729747846	0.5746687458092	ENSG00000089692	LAG3	protein_coding	lymphocyte activating 3 
4195	ENSG00000282381.2			7	 65269374	 65306238	+	2	6.13362285758745	0.00445593961373397	0.0292171399720611	2.03279101334982	2.54060931979204	9.75032453721369	ENSG00000282381		lncRNA	novel transcript
4204	ENSG00000105655.19	ISYNA1	ISYNA1-204	19	 18434822	 18438164	-	1	2.39098879801543	0.00451969846803437	0.0295600317053307	-1.69403516197275	10.5283915062065	3.31513874992517	ENSG00000105655	ISYNA1	protein_coding	inositol-3-phosphate synthase 1 
4205	ENSG00000162772.17	ATF3	ATF3-202	1	212608761	212620775	+	1	5.76371767377697	0.0045408053176014	0.0295926353166767	1.19336496905611	10.4632519696833	27.2558555357603	ENSG00000162772	ATF3	protein_coding	activating transcription factor 3 
4207	ENSG00000095587.9	TLL2	TLL2-202	10	 96395193	 96513918	-	1	4.32948835035129	0.00455337524215298	0.0295926353166767	1.57742674640059	1.44670032046372	5.43469524115392	ENSG00000095587	TLL2	protein_coding	tolloid like 2 
4208	ENSG00000110492.17	MDK	MDK-203	11	 46381669	 46383801	+	1	5.23691046269066	0.00454676982060015	0.0295926353166767	-1.38169718559327	34.0035508108852	14.1227117633623	ENSG00000110492	MDK	protein_coding	midkine 
4217	ENSG00000269397.1			19	 23927788	 23929287	+	1	1.94384074214129	0.00453570727673151	0.0295926353166767	5.36729861351972	0.0421882728914479	2.07861963558225	ENSG00000269397		lncRNA	novel transcript, sense intronic to ZNF726
4221	ENSG00000011590.14	ZBTB32	ZBTB32-201	19	 35712928	 35717038	+	2	10.7446865589951	0.00456339149098115	0.0296204026670734	1.16415625813192	13.0740880717463	28.9149338139243	ENSG00000011590	ZBTB32	protein_coding	zinc finger and BTB domain containing 32 
4232	ENSG00000103647.13	CORO2B	CORO2B-201	15	 68578993	 68727806	+	2	7.00568210782833	0.00460678165609381	0.0298113683379877	-2.19850731937563	4.56579930169471	1.20006792009513	ENSG00000103647	CORO2B	protein_coding	coronin 2B 
4259	ENSG00000135318.12	NT5E	NT5E-201	6	 85450083	 85495784	+	1	2.89545659687229	0.00463422891027532	0.0298842355531079	2.1481296257406	1.0403077476082	4.0317378488161	ENSG00000135318	NT5E	protein_coding	5'-nucleotidase ecto 
4274	ENSG00000168081.9	PNOC	PNOC-204	8	 28338648	 28343355	+	1	4.77309110320802	0.00471457100598784	0.0302213084871091	-1.30722112193248	18.3001019954607	6.75412245113787	ENSG00000168081	PNOC	protein_coding	prepronociceptin 
4313	ENSG00000185386.15	MAPK11	MAPK11-201	22	 50263713	 50270380	-	2	7.51514495830276	0.00480977636871778	0.0306222428808365	1.66540800713703	3.8735288603357	14.7758627435206	ENSG00000185386	MAPK11	protein_coding	mitogen-activated protein kinase 11 
4331	ENSG00000183496.6	MEX3B	MEX3B-201	15	 82041778	 82046018	-	1	3.99996853163127	0.00487770368727172	0.0309211037679905	2.32370653828761	0.747518137670909	3.61239591391803	ENSG00000183496	MEX3B	protein_coding	mex-3 RNA binding family member B 
4333	ENSG00000014257.17	ACP3	ACP3-202	3	132317407	132368302	+	1	3.40890536653309	0.00490123639034868	0.0310321375875115	-2.54991105288663	7.38789788098602	1.15553719250535	ENSG00000014257	ACP3	protein_coding	acid phosphatase 3 
4334	ENSG00000138411.13	HECW2	HECW2-208	2	196199256	196592805	-	1	3.83153985982127	0.00491292034826276	0.0310870309644062	3.08636542504774	1.05047505522682	6.99544897062604	ENSG00000138411	HECW2	protein_coding	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 
4341	ENSG00000159674.12	SPON2	SPON2-202	4	  1199028	  1208962	-	1	2.42996647181329	0.00495087195492546	0.0312313720752912	-4.91801346770985	4.8478529240802	0.137582908239013	ENSG00000159674	SPON2	protein_coding	spondin 2 
4348	ENSG00000101190.13	TCFL5	TCFL5-201	20	 62845138	 62861763	-	2	11.435177411773	0.00498532173073965	0.0313719391890474	1.68902041278397	9.76461247100173	28.5646209046799	ENSG00000101190	TCFL5	protein_coding	transcription factor like 5 
4381	ENSG00000131080.15	EDA2R	EDA2R-202	X	 66595637	 66639078	-	2	9.19276654602929	0.00506339363378489	0.0316775040876186	1.61184910413928	2.64946681692818	7.24685196772747	ENSG00000131080	EDA2R	protein_coding	ectodysplasin A2 receptor 
4402	ENSG00000087085.16	ACHE	ACHE-203	7	100889994	100895888	-	2	7.92739830488977	0.00521748535631934	0.032378546308711	1.24261271701657	4.8686851015605	11.1598993264424	ENSG00000087085	ACHE	protein_coding	acetylcholinesterase (Cartwright blood group) 
4418	ENSG00000126351.13	THRA	THRA-203	17	 40062965	 40093002	+	1	4.85004537787943	0.00531064201718492	0.032838106573888	1.27235505966041	2.22302640313659	5.47688882963469	ENSG00000126351	THRA	protein_coding	thyroid hormone receptor alpha 
4441	ENSG00000259863.1	SH3RF3-AS1	SH3RF3-AS1-201	2	109127327	109128930	-	1	2.55644339545187	0.00543310428132694	0.0334171801740661	4.84892275293814	0.0835436805627979	2.48192784703846	ENSG00000259863	SH3RF3-AS1	lncRNA	SH3RF3 antisense RNA 1 
4448	ENSG00000121690.11	DEPDC7	DEPDC7-201	11	 33015878	 33033582	+	1	3.86799908708013	0.00543829501839714	0.0334270410129607	2.10842023638017	1.28219159416598	4.62086255890745	ENSG00000121690	DEPDC7	protein_coding	DEP domain containing 7 
4452	ENSG00000122417.16	ODF2L	ODF2L-202	1	 86350095	 86396342	-	2	5.95400047220386	0.00546129731643411	0.0335284645962508	-1.36598550403759	23.9394727449311	9.87831803491131	ENSG00000122417	ODF2L	protein_coding	outer dense fiber of sperm tails 2 like 
4454	ENSG00000267074.1			17	 35499690	 35510270	-	1	1.79315220556937	0.00546834953715071	0.0335445301985045	-4.71642584414323	3.1617700167506	0	ENSG00000267074		lncRNA	novel transcript, sense intronic SLFN12L
4460	ENSG00000147443.13	DOK2	DOK2-201	8	 21908873	 21913690	-	1	2.37998707922916	0.00549329246257119	0.0336447853081706	-4.58856434826267	2.41544432728168	0.131140356406354	ENSG00000147443	DOK2	protein_coding	docking protein 2 
4469	ENSG00000241106.8	HLA-DOB	HLA-DOB-206	6	 32812763	 32817002	-	1	4.07109741372228	0.00552682581109127	0.033784259100321	2.24751839238474	1.86176785013665	9.735819257236	ENSG00000241106	HLA-DOB	protein_coding	major histocompatibility complex, class II, DO beta 
4471	ENSG00000288730.1			14	105904997	105905491	-	1	2.99035996234944	0.00554790701390553	0.0338586467109004	-4.08398283207215	19.4687691685074	1.29730679453586	ENSG00000288730		lncRNA	novel transcript
4476	ENSG00000139508.15	SLC46A3	SLC46A3-201	13	 28700080	 28718970	-	1	4.48582984843783	0.00559782495882658	0.0340826249264093	-1.34000876105562	3.34397937384883	1.20531272029846	ENSG00000139508	SLC46A3	protein_coding	solute carrier family 46 member 3 
4489	ENSG00000158050.5	DUSP2	DUSP2-201	2	 96143169	 96145440	-	2	11.7290103988798	0.00569077017716382	0.0344444680004988	-1.16015984645535	84.0209323594829	43.5086040040838	ENSG00000158050	DUSP2	protein_coding	dual specificity phosphatase 2 
4496	ENSG00000145864.14	GABRB2	GABRB2-203	5	161288436	161546725	-	3	15.8710162197094	0.00567981573585628	0.0344444680004988	-1.50398357624893	20.5830459992909	6.37877193116619	ENSG00000145864	GABRB2	protein_coding	gamma-aminobutyric acid type A receptor subunit beta2 
4511	ENSG00000138823.14	MTTP	MTTP-201	4	 99574824	 99623997	+	1	4.34822628781478	0.00572533666340979	0.034532820085619	1.37476947396623	1.04307330939814	2.54127926227059	ENSG00000138823	MTTP	protein_coding	microsomal triglyceride transfer protein 
4524	ENSG00000198521.12	ZNF43	ZNF43-201	19	 21804946	 21836182	-	1	3.6051619184308	0.00577149882253639	0.0346525233841879	3.69365046329693	0.750801178395179	9.75425261971528	ENSG00000198521	ZNF43	protein_coding	zinc finger protein 43 
4548	ENSG00000066629.19	EML1	EML1-203	14	 99793343	 99941537	+	1	5.05218534050248	0.0058524819561656	0.0349927529831258	1.26815443088424	3.87153630721294	9.72554406231418	ENSG00000066629	EML1	protein_coding	EMAP like 1 
4565	ENSG00000240771.8	ARHGEF25	ARHGEF25-201	12	 57611435	 57617245	+	1	4.36105558087274	0.00588516236928732	0.0351054599052322	1.89595982641511	1.69775324791413	7.04682043819066	ENSG00000240771	ARHGEF25	protein_coding	Rho guanine nucleotide exchange factor 25 
4581	ENSG00000130775.16	THEMIS2	THEMIS2-202	1	 27872544	 27886675	+	2	10.0613515041644	0.00596690866294996	0.0354741046065482	-1.02972118573185	24.6202935960773	14.1179792664026	ENSG00000130775	THEMIS2	protein_coding	thymocyte selection associated family member 2 
4591	ENSG00000138760.11	SCARB2	SCARB2-201	4	 76158737	 76213824	-	1	3.66997511001762	0.00601981618549655	0.0357446080237256	-2.48624750330041	12.3434186872202	2.76460321323666	ENSG00000138760	SCARB2	protein_coding	scavenger receptor class B member 2 
4605	ENSG00000226571.2			6	139271362	139287307	+	1	2.01701548647905	0.00611929765877521	0.0361894702136511	-2.51017185556157	3.61638460796162	0.677507677983078	ENSG00000226571		lncRNA	novel transcript
4607	ENSG00000291020.1			15	 62245707	 62248795	-	1	5.19116583021056	0.00613397547518426	0.0362016985603106	1.04606723385433	7.44871532912898	13.9288901047806	ENSG00000291020		lncRNA	novel transcript
4608	ENSG00000132204.14	LINC00470	LINC00470-208	18	  1368089	  1408344	-	1	1.32329339915226	0.00613540518551706	0.0362016985603106	6.1749562799798	0.198180573091441	11.124685145125	ENSG00000132204	LINC00470	lncRNA	long intergenic non-protein coding RNA 470 
4627	ENSG00000135919.14	SERPINE2	SERPINE2-202	2	223975045	224039286	-	1	3.241997368779	0.00620791747462851	0.0365042536107859	3.36903241149471	0.713155456842202	7.44605439331825	ENSG00000135919	SERPINE2	protein_coding	serpin family E member 2 
4638	ENSG00000164983.9	TMEM65	TMEM65-202	8	124312586	124372157	-	1	2.44947697254641	0.00627183385737187	0.036712652897238	3.02804634056565	0.690376364383465	6.0345921316962	ENSG00000164983	TMEM65	protein_coding	transmembrane protein 65 
4696	ENSG00000089472.18	HEPH	HEPH-208	X	 66200452	 66208261	+	1	1.68705155874164	0.00662868325072123	0.0383660151784168	4.49949101847664	0.321243184891559	7.77510751524582	ENSG00000089472	HEPH	protein_coding	hephaestin 
4710	ENSG00000100906.12	NFKBIA	NFKBIA-201	14	 35401513	 35404749	-	6	26.1750383137162	0.00672317260059562	0.0387823278537714	1.06159626357061	164.986741420467	357.207765050914	ENSG00000100906	NFKBIA	protein_coding	NFKB inhibitor alpha 
4736	ENSG00000112303.14	VNN2	VNN2-201	6	132743870	132757904	-	2	5.5385923093255	0.00677391991358731	0.0389554583930258	-3.04263665543835	11.1864281227679	1.54217084667734	ENSG00000112303	VNN2	protein_coding	vanin 2 
4778	ENSG00000159231.6	CBR3	CBR3-201	21	 36135079	 36146562	+	1	3.47482014440363	0.0068891061678207	0.0393413538811978	2.49273637847455	0.970782558081673	5.29240737744548	ENSG00000159231	CBR3	protein_coding	carbonyl reductase 3 
4790	ENSG00000174837.15	ADGRE1	ADGRE1-205	19	  6887577	  6940434	+	1	2.56062045703524	0.00697250033556493	0.0397316952823297	4.68440823985895	0.143483305508269	3.45453906914186	ENSG00000174837	ADGRE1	protein_coding	adhesion G protein-coupled receptor E1 
4831	ENSG00000143185.4	XCL2	XCL2-201	1	168540768	168543997	-	1	2.52290203509726	0.00719706233396552	0.0406283390636691	-4.46337624133201	12.9329594392488	0.646130650425123	ENSG00000143185	XCL2	protein_coding	X-C motif chemokine ligand 2 
4899	ENSG00000165449.12	SLC16A9	SLC16A9-202	10	 59650764	 59709850	-	1	4.06597263881999	0.00752034442359418	0.0418816589551568	4.48524096973725	0.281039749154554	9.07056556838646	ENSG00000165449	SLC16A9	protein_coding	solute carrier family 16 member 9 
4921	ENSG00000260896.6	ARLNC1	ARLNC1-202	16	 80828735	 80892682	-	2	6.74074613126786	0.00754748195651185	0.0419196170702548	-1.45632433920913	13.0276150794581	4.18808980002664	ENSG00000260896	ARLNC1	lncRNA	androgen receptor regulated long noncoding RNA 1 
4952	ENSG00000180828.3	BHLHE22	BHLHE22-201	8	 64580365	 64583627	+	1	7.05043147389909	0.00778178815475224	0.0428975751085594	-1.10091348469247	36.7860670146527	15.5757744000042	ENSG00000180828	BHLHE22	protein_coding	basic helix-loop-helix family member e22 
4955	ENSG00000091490.11	SEL1L3	SEL1L3-202	4	 25747433	 25862988	-	1	5.40994026834779	0.00782935149592479	0.0430906784039318	1.59076325166309	3.42753449089278	10.1819133576748	ENSG00000091490	SEL1L3	protein_coding	SEL1L family member 3 
4962	ENSG00000057704.13	TMCC3	TMCC3-201	12	 94567122	 94650557	-	2	10.7095117854274	0.0079179800005936	0.0434856473515028	-1.44046184070526	14.9435984593032	5.3877983018198	ENSG00000057704	TMCC3	protein_coding	transmembrane and coiled-coil domain family 3 
4980	ENSG00000163218.15	PGLYRP4	PGLYRP4-202	1	153330120	153348840	-	1	3.04303478544854	0.00801101657401285	0.0438564888239748	3.69974008651984	0.31645731550241	3.28598931084839	ENSG00000163218	PGLYRP4	protein_coding	peptidoglycan recognition protein 4 
4988	ENSG00000131981.16	LGALS3	LGALS3-201	14	 55129252	 55145423	+	2	11.0649300595888	0.00804875070170973	0.0439697111956749	1.51183739382394	55.4373588808615	184.610216365346	ENSG00000131981	LGALS3	protein_coding	galectin 3 
4996	ENSG00000164136.17	IL15	IL15-207	4	141636726	141733182	+	1	4.18483353912712	0.00810737950557394	0.0441963595245717	1.19097616636437	4.92450454714199	14.2800766955254	ENSG00000164136	IL15	protein_coding	interleukin 15 
4997	ENSG00000085563.15	ABCB1	ABCB1-201	7	 87503859	 87713323	-	1	4.39962070562424	0.00813432536623489	0.0443198266388519	2.81230975879099	1.11610264444229	4.37908299872205	ENSG00000085563	ABCB1	protein_coding	ATP binding cassette subfamily B member 1 
5032	ENSG00000167483.19	NIBAN3	NIBAN3-208	19	 17527267	 17553640	+	2	7.79919205391267	0.00826022062539393	0.0448872052319879	-2.29233248501706	16.7838841047546	4.45977043068503	ENSG00000167483	NIBAN3	protein_coding	niban apoptosis regulator 3 
5082	ENSG00000185201.18	IFITM2	IFITM2-206	11	   308755	   309392	+	3	9.1741769921313	0.00857989176116161	0.0461622345459681	-1.15370722386528	79.7685391793332	38.9960262456152	ENSG00000185201	IFITM2	protein_coding	interferon induced transmembrane protein 2 
5096	ENSG00000149927.18	DOC2A	DOC2A-201	16	 30005514	 30011027	-	1	3.96216200847707	0.00861176386532465	0.0461891484695572	2.95542233411193	2.39906755631545	17.2169481700648	ENSG00000149927	DOC2A	protein_coding	double C2 domain alpha 
5130	ENSG00000182508.14	LHFPL1	LHFPL1-201	X	112630648	112679938	-	1	3.97164949526006	0.00866250082926499	0.0462819083427834	-2.06024894515629	5.33347847131269	1.08546823412644	ENSG00000182508	LHFPL1	protein_coding	LHFPL tetraspan subfamily member 1 
5133	ENSG00000225411.3			9	 63802144	 63814159	-	1	3.50455069806888	0.00871825824771446	0.0464703439622361	2.84843747274043	0.303130791635995	2.48113271488759	ENSG00000225411		lncRNA	novel transcript
5162	ENSG00000170421.13	KRT8	KRT8-218	12	 52897191	 52905076	-	1	2.94769795656768	0.0088242536163008	0.0468175677975959	2.53478365659632	1.01977410054641	6.84730821150146	ENSG00000170421	KRT8	protein_coding	keratin 8 
5171	ENSG00000203782.6	LORICRIN	LORICRIN-201	1	153259687	153262124	+	1	3.19022387754497	0.00889493396465684	0.0470714976457007	3.03760200476688	0.461687779180306	3.70365056679171	ENSG00000203782	LORICRIN	protein_coding	loricrin cornified envelope precursor protein 
5172	ENSG00000111331.14	OAS3	OAS3-201	12	112938474	112973251	+	2	8.62893499230019	0.00890138213479593	0.0470814593497031	-1.41713273945694	20.9990694266096	8.51018014660406	ENSG00000111331	OAS3	protein_coding	2'-5'-oligoadenylate synthetase 3 
5206	ENSG00000111728.11	ST8SIA1	ST8SIA1-202	12	 22325099	 22334671	-	1	1.93777356458863	0.00904095791852352	0.0475514737234327	4.68300325588257	0.354654549834498	8.1534650057471	ENSG00000111728	ST8SIA1	protein_coding	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 
5233	ENSG00000089558.9	KCNH4	KCNH4-202	17	 42156891	 42181081	-	1	3.8085887590037	0.00918082620762651	0.0479691193036777	3.13541101579431	0.577301816752482	6.42260274980989	ENSG00000089558	KCNH4	protein_coding	potassium voltage-gated channel subfamily H member 4 
