# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-F" "SAF" "-a" "purple.AM.union.saf" "-o" "counts_featureCounts.txt" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_1/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_2/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_3/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_1/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_2/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_3/human.30_120.bam" 
Geneid	Chr	Start	End	Strand	Length	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_1/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_2/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_3/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_1/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_2/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_3/human.30_120.bam
peak_12114	chr5	159763558	159764055	.	498	382	540	530	498	628	542
peak_12115	chr5	160165050	160166021	.	972	660	1498	1204	740	1070	638
peak_12116	chr5	160182920	160183429	.	510	256	338	378	316	454	336
peak_12117	chr5	160230714	160231302	.	589	300	446	510	434	446	348
peak_12118	chr5	160459151	160459601	.	451	154	264	314	364	368	366
peak_12119	chr5	161314033	161314348	.	316	184	200	210	254	352	214
peak_12120	chr5	163437372	163438258	.	887	372	932	1010	602	708	596
peak_12121	chr5	168095723	168095965	.	243	90	110	140	158	136	136
peak_12122	chr5	168267934	168268197	.	264	76	124	112	148	216	136
peak_12123	chr5	168282178	168282504	.	327	158	228	214	232	268	184
peak_12124	chr5	168794321	168794868	.	548	278	572	524	642	742	496
peak_12125	chr5	168822731	168823581	.	851	344	528	536	502	592	458
peak_12126	chr5	169126447	169127112	.	666	148	274	352	394	446	324
peak_12127	chr5	169218126	169218550	.	425	152	214	246	282	294	222
peak_12128	chr5	169289702	169291290	.	1589	970	894	842	1304	1086	812
peak_12129	chr5	169710806	169711137	.	332	94	168	186	222	258	218
peak_12130	chr5	169833849	169834127	.	279	70	138	92	134	168	114
peak_12131	chr5	169834637	169834894	.	258	74	174	142	194	234	182
peak_12132	chr5	170307570	170308000	.	431	232	478	528	396	576	352
peak_12133	chr5	170404395	170404739	.	345	102	158	180	232	292	192
peak_12134	chr5	170552712	170553268	.	557	404	774	824	458	672	424
peak_12135	chr5	170597070	170597658	.	589	324	656	570	474	568	384
peak_12136	chr5	170630916	170631175	.	260	174	200	184	214	222	158
peak_12137	chr5	170660422	170661387	.	966	384	554	628	568	578	470
peak_12138	chr5	171594012	171594314	.	303	114	170	158	146	216	174
peak_12139	chr5	172361505	172362027	.	523	162	320	390	434	430	294
peak_12140	chr5	172451747	172452143	.	397	212	402	320	394	444	346
peak_12141	chr5	172490594	172491907	.	1314	700	1206	1260	936	1108	820
peak_12142	chr5	172492948	172493357	.	410	170	296	302	302	462	328
peak_12143	chr5	172494772	172495044	.	273	146	234	254	194	192	152
peak_12144	chr5	172557595	172559461	.	1867	694	1226	1222	780	916	574
peak_12145	chr5	172594540	172596661	.	2122	730	1140	1172	520	506	384
peak_12146	chr5	172733229	172733704	.	476	224	506	612	328	434	296
peak_12147	chr5	173455143	173455658	.	516	328	746	488	532	734	448
peak_12148	chr5	173718638	173719211	.	574	200	416	426	348	416	310
peak_12149	chr5	173955036	173955480	.	445	98	148	140	316	286	216
peak_12150	chr5	174044072	174044707	.	636	210	246	230	354	336	312
peak_12151	chr5	174145055	174145589	.	535	384	360	446	284	274	226
peak_12152	chr5	174325512	174326086	.	575	266	348	416	308	378	256
peak_12153	chr5	174371578	174372093	.	516	284	530	452	376	628	302
peak_12154	chr5	174875425	174875952	.	528	204	306	328	316	376	224
peak_12155	chr5	175246236	175246859	.	624	348	960	758	484	650	418
peak_12156	chr5	175330943	175331446	.	504	272	258	296	368	382	270
peak_12157	chr5	175590486	175591391	.	906	298	410	362	252	300	158
peak_12158	chr5	175689647	175690434	.	788	288	470	516	382	444	258
peak_12159	chr5	175842896	175843728	.	833	366	782	796	480	622	430
peak_12160	chr5	175898586	175899008	.	423	126	258	288	276	286	234
peak_12161	chr5	176621602	176622338	.	737	406	726	738	428	630	356
peak_12162	chr5	176646727	176647541	.	815	306	908	1034	398	694	444
peak_12163	chr5	176660607	176661017	.	411	194	412	486	302	412	288
peak_12164	chr5	176880117	176880437	.	321	106	234	318	200	284	166
peak_12165	chr5	177387376	177388394	.	1019	402	754	754	460	618	388
peak_12166	chr5	177390516	177390799	.	284	164	280	274	214	228	210
peak_12167	chr5	177421084	177421481	.	398	184	264	334	238	246	240
peak_12168	chr5	178074388	178074889	.	502	202	354	348	258	312	210
peak_12169	chr5	178075180	178076414	.	1235	424	780	816	396	462	376
peak_12170	chr5	178227861	178228315	.	455	194	376	402	360	458	338
peak_12171	chr5	178236629	178237000	.	372	198	238	236	284	350	202
peak_12172	chr5	178354245	178354670	.	426	124	296	314	246	368	190
peak_12173	chr5	178369415	178370116	.	702	148	242	226	252	308	164
peak_12174	chr5	179015366	179015698	.	333	104	106	132	210	292	172
peak_12175	chr5	179228821	179229205	.	385	214	332	358	278	380	274
peak_12176	chr5	179265002	179266477	.	1476	644	1108	1166	612	812	494
peak_12177	chr5	179275991	179276723	.	733	308	650	772	462	638	442
peak_12178	chr5	179337271	179337825	.	555	148	298	296	306	390	226
peak_12179	chr5	179472320	179473046	.	727	314	380	510	288	360	208
peak_12180	chr5	179759917	179760646	.	730	364	486	530	452	398	378
peak_12181	chr5	179822356	179823428	.	1073	422	680	678	386	388	304
peak_12182	chr5	180212497	180213544	.	1048	406	574	616	534	602	398
peak_12183	chr5	180396668	180397172	.	505	142	290	316	240	340	242
peak_12184	chr5	180399398	180399878	.	481	198	354	400	342	402	350
peak_12185	chr5	180607817	180608152	.	336	142	230	236	156	224	126
peak_12186	chr5	180806245	180806739	.	495	266	344	380	318	378	278
peak_12187	chr5	181152337	181152904	.	568	270	410	458	366	540	360
peak_12188	chr6	215640	215958	.	319	102	140	130	152	182	142
peak_12189	chr6	439767	440047	.	281	86	122	122	164	216	150
peak_12190	chr6	1636979	1637692	.	714	298	730	710	408	616	488
peak_12191	chr6	2269271	2269721	.	451	110	174	188	278	320	230
peak_12192	chr6	2405774	2406058	.	285	72	116	74	122	202	112
peak_12193	chr6	2764975	2765729	.	755	314	928	758	272	484	360
peak_12194	chr6	3109778	3110122	.	345	142	94	100	186	184	130
peak_12195	chr6	3158239	3158567	.	329	156	216	244	250	348	280
peak_12196	chr6	3175691	3176662	.	972	374	630	660	578	742	430
peak_12197	chr6	3297028	3297394	.	367	128	238	260	302	350	262
peak_12198	chr6	3309464	3309930	.	467	166	432	510	436	554	420
peak_12199	chr6	3353394	3353942	.	549	168	408	266	316	394	342
peak_12200	chr6	3631921	3632250	.	330	100	180	210	194	304	214
peak_12201	chr6	3788785	3789531	.	747	248	470	370	416	554	390
peak_12202	chr6	3872130	3872548	.	419	92	188	194	270	286	284
peak_12203	chr6	4371485	4371849	.	365	100	222	330	220	222	182
peak_12204	chr6	4732876	4733334	.	459	244	566	554	292	414	322
peak_12205	chr6	5030783	5031009	.	227	170	264	300	312	336	338
peak_12206	chr6	5190499	5190792	.	294	90	134	112	226	236	212
peak_12207	chr6	5905729	5906305	.	577	300	444	436	416	558	356
peak_12208	chr6	6160925	6161409	.	485	174	272	240	310	368	274
peak_12209	chr6	6467424	6467892	.	469	224	282	392	294	452	242
peak_12210	chr6	6802928	6803993	.	1066	316	644	598	438	620	402
peak_12211	chr6	6805077	6805701	.	625	234	344	302	304	336	276
peak_12212	chr6	6830386	6830759	.	374	196	228	170	328	346	224
peak_12213	chr6	6856460	6856969	.	510	252	362	368	346	422	304
peak_12214	chr6	7016232	7016845	.	614	244	412	414	370	426	294
peak_12215	chr6	7124647	7125254	.	608	318	382	434	470	584	396
peak_12216	chr6	7127621	7128002	.	382	82	270	314	240	346	312
peak_12217	chr6	7272409	7272759	.	351	186	276	242	254	348	162
peak_12218	chr6	7273607	7274131	.	525	262	484	502	296	474	330
peak_12219	chr6	8814510	8814873	.	364	158	192	164	300	288	202
peak_12220	chr6	9394264	9395020	.	757	210	442	490	436	452	330
peak_12221	chr6	10441032	10441508	.	477	160	518	360	316	430	272
peak_12222	chr6	10694500	10695132	.	633	366	758	900	606	692	440
peak_12223	chr6	10759932	10760410	.	479	174	372	256	346	410	260
peak_12224	chr6	10760643	10761010	.	368	126	188	206	184	230	150
peak_12225	chr6	11111793	11112295	.	503	148	234	272	326	494	340
peak_12226	chr6	11770833	11771861	.	1029	498	1190	940	712	1000	620
peak_12227	chr6	12233597	12234175	.	579	234	398	382	466	552	400
peak_12228	chr6	13183183	13183873	.	691	304	492	468	484	650	476
peak_12229	chr6	13250992	13251667	.	676	276	560	552	450	572	422
peak_12230	chr6	13302585	13303224	.	640	274	648	542	578	830	590
peak_12231	chr6	13916967	13917402	.	436	166	264	272	316	430	286
peak_12232	chr6	14211615	14211979	.	365	114	224	180	180	294	188
peak_12233	chr6	14509439	14509942	.	504	120	320	320	268	376	300
peak_12234	chr6	14804563	14805179	.	617	232	532	534	298	440	306
peak_12235	chr6	14820862	14821200	.	339	92	232	158	188	340	190
peak_12236	chr6	15148477	15148941	.	465	196	416	468	238	438	358
peak_12237	chr6	15413629	15413903	.	275	168	148	170	242	312	166
peak_12238	chr6	15534909	15535295	.	387	130	118	158	202	274	158
peak_12239	chr6	16334721	16334976	.	256	68	186	80	124	182	124
peak_12240	chr6	17864062	17864612	.	551	262	444	418	424	600	342
peak_12241	chr6	22236617	22237141	.	525	186	352	242	334	436	270
peak_12242	chr6	27684169	27684729	.	561	466	990	874	792	992	662
peak_12243	chr6	28080016	28080393	.	378	108	262	316	230	376	216
peak_12244	chr6	28353859	28354572	.	714	430	616	624	424	610	314
peak_12245	chr6	28795921	28796427	.	507	328	640	532	452	556	344
peak_12246	chr6	28980811	28981351	.	541	292	580	456	496	670	344
peak_12247	chr6	29527582	29529817	.	2236	1600	2518	2356	1982	2222	1612
peak_12248	chr6	29599136	29599543	.	408	188	278	252	296	380	254
peak_12249	chr6	29752593	29753348	.	756	332	1136	814	338	528	402
peak_12250	chr6	29777315	29777674	.	360	102	218	254	288	396	284
peak_12251	chr6	29788735	29789398	.	664	260	288	340	518	542	500
peak_12252	chr6	29793684	29794205	.	522	302	490	474	368	390	322
peak_12253	chr6	29797177	29797593	.	417	294	522	474	552	814	522
peak_12254	chr6	29922867	29923065	.	199	62	136	134	124	164	116
peak_12255	chr6	29939093	29939405	.	313	204	210	248	224	300	236
peak_12256	chr6	29996881	29997934	.	1054	330	560	636	606	678	454
peak_12257	chr6	30078511	30078909	.	399	80	132	182	264	258	222
peak_12258	chr6	30091615	30092397	.	783	476	1074	1152	866	1202	918
peak_12259	chr6	30212947	30213842	.	896	498	930	960	508	648	364
peak_12260	chr6	30263753	30264465	.	713	258	446	464	586	660	464
peak_12261	chr6	30441207	30441465	.	259	78	156	170	236	220	228
peak_12262	chr6	30490103	30491786	.	1684	600	1154	1254	1054	1156	736
peak_12263	chr6	30495958	30496296	.	339	152	268	270	228	314	216
peak_12264	chr6	30496409	30497078	.	670	562	976	868	756	1236	714
peak_12265	chr6	30527977	30528327	.	351	154	440	292	314	424	232
peak_12266	chr6	30555398	30556823	.	1426	786	1638	1634	764	1178	736
peak_12267	chr6	30682176	30683456	.	1281	526	1024	1116	454	638	376
peak_12268	chr6	30749317	30749899	.	583	242	434	460	446	558	378
peak_12269	chr6	30780921	30782309	.	1389	1034	1934	1594	1562	1972	1290
peak_12270	chr6	30810753	30811403	.	651	552	764	886	520	664	490
peak_12271	chr6	30884616	30886810	.	2195	1538	2990	3380	1842	2242	1424
peak_12272	chr6	31075253	31075870	.	618	274	520	588	450	594	392
peak_12273	chr6	31203357	31203891	.	535	618	976	788	932	1220	788
peak_12274	chr6	31224525	31224958	.	434	244	332	336	372	538	378
peak_12275	chr6	31402255	31404652	.	2398	1020	2140	2166	970	1226	774
peak_12276	chr6	31433241	31433638	.	398	106	132	224	194	298	212
peak_12277	chr6	31664872	31666583	.	1712	938	2432	2334	1144	1376	858
peak_12278	chr6	31862563	31863175	.	613	1022	2798	2328	1432	1888	1212
peak_12279	chr6	31874236	31875493	.	1258	496	720	798	504	544	380
peak_12280	chr6	31876982	31878229	.	1248	498	954	996	278	224	206
peak_12281	chr6	31898527	31899058	.	532	268	572	492	328	504	348
peak_12282	chr6	31948680	31949268	.	589	278	578	560	628	858	602
peak_12283	chr6	32744845	32745207	.	363	150	152	186	220	250	176
peak_12284	chr6	32837564	32838427	.	864	430	850	902	620	836	528
peak_12285	chr6	32843430	32845010	.	1581	876	1912	1886	1178	1288	890
peak_12286	chr6	32969334	32969847	.	514	346	894	796	480	526	426
peak_12287	chr6	33144398	33144765	.	368	266	374	298	330	434	308
peak_12288	chr6	33205164	33205954	.	791	634	1268	1118	764	1104	740
peak_12289	chr6	33210129	33210609	.	481	194	310	316	338	326	242
peak_12290	chr6	33341970	33342529	.	560	250	498	484	472	574	424
peak_12291	chr6	33360090	33360705	.	616	212	296	324	320	342	280
peak_12292	chr6	33384639	33385225	.	587	290	482	476	360	378	260
peak_12293	chr6	33417823	33419184	.	1362	1168	3068	2276	1444	2126	1286
peak_12294	chr6	33426830	33427281	.	452	366	562	494	500	716	366
peak_12295	chr6	33428316	33428867	.	552	292	734	688	428	630	408
peak_12296	chr6	33590143	33590466	.	324	150	470	470	270	382	268
peak_12297	chr6	33686246	33687310	.	1065	574	1078	1064	794	1162	728
peak_12298	chr6	33744000	33745894	.	1895	914	1704	1792	1022	1294	848
peak_12299	chr6	33761981	33764048	.	2068	1016	1742	1878	788	942	630
peak_12300	chr6	33771448	33773460	.	2013	598	1256	1304	530	662	458
peak_12301	chr6	33850918	33851457	.	540	390	768	772	392	516	342
peak_12302	chr6	33861435	33862147	.	713	390	702	710	496	574	468
peak_12303	chr6	33927693	33928167	.	475	394	532	618	590	816	582
peak_12304	chr6	33930448	33931304	.	857	514	936	964	470	510	376
peak_12305	chr6	33966445	33967121	.	677	364	476	582	462	518	352
peak_12306	chr6	34030923	34033645	.	2723	1518	2372	2512	1558	1744	1228
peak_12307	chr6	34067682	34068175	.	494	382	752	924	410	504	388
peak_12308	chr6	34084713	34085545	.	833	528	940	908	548	524	464
peak_12309	chr6	34087445	34088004	.	560	328	612	726	394	588	342
peak_12310	chr6	34089781	34093611	.	3831	1482	2528	2822	994	1140	918
peak_12311	chr6	34095525	34096093	.	569	366	738	778	386	596	372
peak_12312	chr6	34096709	34097385	.	677	408	698	740	516	694	504
peak_12313	chr6	34129088	34130084	.	997	510	966	986	646	774	632
peak_12314	chr6	34135841	34136545	.	705	458	582	530	304	334	232
peak_12315	chr6	34163201	34164044	.	844	384	728	718	494	546	406
peak_12316	chr6	34207474	34208434	.	961	668	1148	1190	1086	1372	1022
peak_12317	chr6	34229069	34229795	.	727	480	984	886	678	888	504
peak_12318	chr6	34447543	34448641	.	1099	628	954	1028	626	734	476
peak_12319	chr6	34522400	34524299	.	1900	988	1426	1578	826	918	574
peak_12320	chr6	34726145	34726467	.	323	92	138	124	252	320	224
peak_12321	chr6	35365534	35365977	.	444	198	276	308	336	416	288
peak_12322	chr6	35396964	35397384	.	421	158	356	438	322	528	342
peak_12323	chr6	35493360	35493967	.	608	336	566	626	434	612	472
peak_12324	chr6	35499644	35501490	.	1847	886	1338	1454	922	1082	756
peak_12325	chr6	35728043	35728622	.	580	370	796	778	386	580	428
peak_12326	chr6	35794346	35795452	.	1107	706	984	1164	850	928	750
peak_12327	chr6	35939412	35939711	.	300	64	158	142	264	298	180
peak_12328	chr6	36127409	36127910	.	502	152	418	506	312	404	320
peak_12329	chr6	36128241	36128707	.	467	268	414	402	350	442	320
peak_12330	chr6	36373609	36374035	.	427	196	466	464	368	304	312
peak_12331	chr6	36567564	36567794	.	231	126	244	280	220	244	174
peak_12332	chr6	36593343	36594646	.	1304	978	2000	1724	1034	1228	816
peak_12333	chr6	36658092	36658471	.	380	156	382	308	512	606	366
peak_12334	chr6	36682399	36683344	.	946	732	1256	1254	926	1104	796
peak_12335	chr6	36710576	36711000	.	425	142	362	288	332	526	318
peak_12336	chr6	36717806	36718219	.	414	258	496	534	246	398	246
peak_12337	chr6	36727524	36727850	.	327	162	224	258	194	264	200
peak_12338	chr6	36755453	36756177	.	725	362	850	810	576	760	514
peak_12339	chr6	36820587	36821364	.	778	474	1140	972	774	1198	712
peak_12340	chr6	36957058	36957766	.	709	528	788	720	476	526	334
peak_12341	chr6	37018201	37018991	.	791	542	676	744	400	542	308
peak_12342	chr6	37051121	37051984	.	864	350	890	918	616	820	630
peak_12343	chr6	37099431	37099877	.	447	200	444	296	426	700	438
peak_12344	chr6	37102303	37102760	.	458	272	882	750	392	764	572
peak_12345	chr6	37131087	37131942	.	856	480	920	850	468	682	496
peak_12346	chr6	37133971	37135151	.	1181	546	998	1096	680	750	536
peak_12347	chr6	37172096	37172526	.	431	394	850	752	532	670	504
peak_12348	chr6	37242470	37243016	.	547	394	846	552	558	750	392
peak_12349	chr6	37505645	37505937	.	293	186	260	246	276	406	282
peak_12350	chr6	37516356	37516886	.	531	342	710	752	446	636	450
peak_12351	chr6	37569340	37569816	.	477	246	492	378	436	556	326
peak_12352	chr6	37570211	37571120	.	910	358	530	598	140	140	128
peak_12353	chr6	37630099	37631026	.	928	632	1342	1252	788	1190	740
peak_12354	chr6	37636854	37637254	.	401	444	510	604	382	382	252
peak_12355	chr6	38432299	38432889	.	591	186	226	212	382	450	336
peak_12356	chr6	38937428	38937842	.	415	156	224	234	284	404	270
peak_12357	chr6	39060390	39061409	.	1020	524	982	1002	392	420	366
peak_12358	chr6	39082508	39084211	.	1704	1090	1988	1922	1232	1578	1208
peak_12359	chr6	39089439	39089753	.	315	174	216	210	218	308	182
peak_12360	chr6	39204227	39206000	.	1774	784	1366	1278	486	498	442
peak_12361	chr6	39270924	39271439	.	516	204	340	350	420	466	328
peak_12362	chr6	39274598	39275328	.	731	350	534	494	382	376	270
peak_12363	chr6	39289494	39289885	.	392	212	252	286	368	300	224
peak_12364	chr6	39293899	39294724	.	826	366	642	692	420	438	266
peak_12365	chr6	39347185	39347825	.	641	452	914	820	454	410	372
peak_12366	chr6	39426124	39426452	.	329	204	330	246	296	346	300
peak_12367	chr6	39891912	39893045	.	1134	524	918	894	600	732	542
peak_12368	chr6	40297487	40297770	.	284	60	88	108	212	202	150
peak_12369	chr6	40327158	40327570	.	413	224	352	372	302	462	368
peak_12370	chr6	40349859	40350910	.	1052	380	650	628	606	646	432
peak_12371	chr6	40436772	40437221	.	450	316	426	482	460	590	430
peak_12372	chr6	40455134	40455511	.	378	114	186	156	232	284	180
peak_12373	chr6	40491395	40491723	.	329	152	316	256	222	290	142
peak_12374	chr6	40534846	40535668	.	823	404	746	694	558	636	434
peak_12375	chr6	40541369	40542403	.	1035	734	1114	1084	922	978	780
peak_12376	chr6	40650012	40650470	.	459	226	314	422	310	396	278
peak_12377	chr6	40755285	40756183	.	899	522	726	880	668	712	558
peak_12378	chr6	40782380	40783272	.	893	338	480	528	564	666	502
peak_12379	chr6	40996600	40997161	.	562	402	558	538	440	416	424
peak_12380	chr6	41027563	41028816	.	1254	634	1278	1252	590	754	510
peak_12381	chr6	41040702	41041691	.	990	428	792	916	610	766	518
peak_12382	chr6	41320492	41320835	.	344	296	508	432	282	370	256
peak_12383	chr6	41532028	41532709	.	682	330	662	658	410	574	410
peak_12384	chr6	41543180	41543934	.	755	382	478	522	538	646	410
peak_12385	chr6	41566623	41567417	.	795	346	598	738	502	590	392
peak_12386	chr6	41581325	41582148	.	824	662	1424	1500	864	1304	916
peak_12387	chr6	41674396	41674806	.	411	320	562	500	452	516	342
peak_12388	chr6	41713118	41714088	.	971	556	1242	1322	718	1136	706
peak_12389	chr6	41720153	41720813	.	661	434	656	704	544	694	566
peak_12390	chr6	41915007	41915588	.	582	340	424	492	562	530	428
peak_12391	chr6	42028076	42029107	.	1032	606	1174	1162	784	1014	596
peak_12392	chr6	42118030	42118680	.	651	358	762	720	448	530	412
peak_12393	chr6	42137346	42137754	.	409	224	408	380	366	434	318
peak_12394	chr6	42268126	42269001	.	876	294	590	690	478	544	352
peak_12395	chr6	42315134	42315651	.	518	296	324	414	322	328	250
peak_12396	chr6	42316766	42317174	.	409	314	484	310	424	572	336
peak_12397	chr6	42337967	42339076	.	1110	752	1350	1082	1084	1168	790
peak_12398	chr6	42548009	42548335	.	327	276	544	382	456	674	446
peak_12399	chr6	42766253	42766647	.	395	146	320	288	270	326	246
peak_12400	chr6	42988589	42988863	.	275	134	208	220	240	284	166
peak_12401	chr6	43125569	43126028	.	460	322	592	528	350	410	318
peak_12402	chr6	43303714	43304652	.	939	554	978	908	580	720	520
peak_12403	chr6	43328544	43328842	.	299	264	536	448	512	600	414
peak_12404	chr6	43376508	43376988	.	481	248	364	370	498	556	314
peak_12405	chr6	43427212	43428309	.	1098	508	1072	1156	602	754	658
peak_12406	chr6	43467769	43468468	.	700	282	542	520	464	526	384
peak_12407	chr6	43507641	43508080	.	440	210	366	372	330	330	276
peak_12408	chr6	43579150	43579861	.	712	124	206	180	314	372	222
peak_12409	chr6	43628440	43630826	.	2387	1722	3596	2874	1748	2240	1460
peak_12410	chr6	43666252	43667150	.	899	494	922	858	580	738	526
peak_12411	chr6	43677181	43677662	.	482	294	500	610	516	604	478
peak_12412	chr6	43724647	43725570	.	924	572	1304	1066	554	696	464
peak_12413	chr6	43793716	43794203	.	488	252	506	536	396	524	362
peak_12414	chr6	43798384	43800327	.	1944	1086	1856	1630	1220	1606	1256
peak_12415	chr6	43804088	43804412	.	325	186	422	354	250	406	250
peak_12416	chr6	43809351	43810042	.	692	378	586	608	480	868	550
peak_12417	chr6	43811070	43812510	.	1441	832	1678	1562	1186	1544	1136
peak_12418	chr6	43835825	43836349	.	525	324	520	560	384	486	336
peak_12419	chr6	43855977	43856786	.	810	544	996	1006	514	618	408
peak_12420	chr6	43860255	43860692	.	438	294	474	494	450	504	328
peak_12421	chr6	43874301	43876582	.	2282	1054	1762	1614	446	464	416
peak_12422	chr6	43927071	43927537	.	467	400	680	674	400	458	306
